GENE	IDX	GDCM035-301	GDCM035-401	GDCM040-301	GDCM048-301	GDCM048-401	GDCM056-301	GDCM069-301	GDCM094-301	GDCM119-301	GDCM144-201	GDCM144-301	GDCM144-302	GDCM148-301	GDCM167-301
ACTA1	chr1_229420384	0.9428571428571428	0.9473684210526315	0.967741935483871	1.0	0.967741935483871	0.95	1.0	1.0	1.0	0.9459459459459459	0.92	0.9583333333333334	1.0	1.0
ACTA1	chr1_229420397	0.4782608695652174	0.6129032258064516	0.6206896551724138	0.44	0.6538461538461539	0.7857142857142857	0.6842105263157895	0.6842105263157895	0.6190476190476191	0.7586206896551724	0.6666666666666666	0.8636363636363636	0.6	0.6486486486486487
ACTA1	chr1_229420409	1.0	0.9722222222222222	0.967741935483871	0.9354838709677419	1.0	0.8823529411764706	0.9655172413793104	1.0	0.8695652173913043	0.8857142857142857	1.0	0.9230769230769231	1.0	0.9777777777777777
ACTA1	chr1_229420419	1.0	0.972972972972973	0.967741935483871	0.9310344827586207	0.9666666666666667	0.9375	0.9615384615384616	0.9565217391304348	0.9130434782608695	0.9032258064516129	1.0	0.9545454545454546	1.0	1.0
ACTA1	chr1_229420421	1.0	1.0	0.9714285714285714	0.9333333333333333	0.9666666666666667	0.8947368421052632	0.9642857142857143	0.9545454545454546	0.875	0.8888888888888888	1.0	0.92	1.0	0.975609756097561
ACTA1	chr1_229420511	0.96875	0.9117647058823529	0.9310344827586207	0.9629629629629629	1.0	0.9	0.9642857142857143	0.95	1.0	0.9655172413793104	1.0	0.9523809523809523	0.9090909090909091	0.9736842105263158
ACTA1	chr1_229420515	0.9705882352941176	0.918918918918919	0.9310344827586207	1.0	1.0	1.0	0.9666666666666667	0.9523809523809523	1.0	0.9333333333333333	1.0	0.9583333333333334	0.9090909090909091	0.9545454545454546
ACTA1	chr1_229420521	0.9705882352941176	0.9166666666666666	0.8787878787878788	1.0	1.0	0.95	0.9666666666666667	0.9545454545454546	1.0	0.9354838709677419	1.0	0.9565217391304348	0.90625	0.9534883720930233
ACTA1	chr1_229420538	1.0	0.9722222222222222	1.0	1.0	1.0	1.0	0.9583333333333334	0.9285714285714286	0.8947368421052632	0.8928571428571429	0.9565217391304348	1.0	1.0	1.0
ACTA1	chr1_229420670	0.8461538461538461	0.625	0.8125	0.7037037037037037	0.5862068965517241	0.625	0.5555555555555556	0.7647058823529411	0.5217391304347826	0.5161290322580645	0.6363636363636364	0.9130434782608695	0.7741935483870968	0.6571428571428571
ACTA1	chr1_229420735	0.8275862068965517	0.90625	1.0	0.875	0.9166666666666666	0.8571428571428571	0.9629629629629629	1.0	0.8125	0.8148148148148148	0.96	0.8095238095238095	1.0	0.9142857142857143
ACTA1	chr1_229420844	0.9666666666666667	1.0	0.9310344827586207	1.0	0.9642857142857143	0.9473684210526315	0.9310344827586207	1.0	0.9	0.9285714285714286	0.9333333333333333	0.9523809523809523	1.0	1.0
ACTA1	chr1_229420882	0.6538461538461539	0.6521739130434783	0.8461538461538461	0.782608695652174	0.5555555555555556	0.8666666666666667	0.5238095238095238	0.7222222222222222	0.6428571428571429	0.5416666666666666	0.5238095238095238	0.8421052631578947	0.6666666666666666	0.8571428571428571
ACTA1	chr1_229420930	0.9354838709677419	0.96875	0.96875	0.9629629629629629	0.92	1.0	0.96	1.0	0.9565217391304348	0.9354838709677419	0.9090909090909091	0.9615384615384616	1.0	0.8787878787878788
ACTA1	chr1_229420965	0.5384615384615384	0.56	0.6363636363636364	0.6666666666666666	0.6666666666666666	0.7	0.6666666666666666	0.6923076923076923	0.625	0.8095238095238095	0.55	0.7777777777777778	0.72	0.7727272727272727
ACTA1	chr1_229421031	0.896551724137931	0.96875	0.9666666666666667	0.9565217391304348	0.9523809523809523	1.0	0.896551724137931	0.95	0.95	0.8888888888888888	0.9259259259259259	0.9565217391304348	0.9393939393939394	0.918918918918919
ACTA1	chr1_229421076	0.9	0.8888888888888888	0.8666666666666667	0.9130434782608695	0.9473684210526315	0.75	0.6666666666666666	0.7619047619047619	0.8947368421052632	0.7619047619047619	1.0	0.9047619047619048	0.9655172413793104	0.9696969696969697
ACTA1	chr1_229421120	0.4583333333333333	0.7333333333333333	0.7391304347826086	0.5769230769230769	0.88	0.75	0.9166666666666666	0.631578947368421	0.6818181818181818	0.7	0.8095238095238095	0.75	0.8846153846153846	0.6944444444444444
ACTA1	chr1_229421193	1.0	0.9459459459459459	1.0	0.9090909090909091	0.8947368421052632	0.6666666666666666	0.95	0.7222222222222222	0.8181818181818182	0.8695652173913043	0.9523809523809523	0.9047619047619048	0.9047619047619048	0.95
ACTA1	chr1_229421195	1.0	1.0	0.967741935483871	0.9130434782608695	0.9130434782608695	0.7058823529411765	0.9523809523809523	0.7058823529411765	0.8571428571428571	0.7916666666666666	0.9523809523809523	0.9047619047619048	1.0	0.9512195121951219
ACTA1	chr1_229421276	0.8333333333333334	0.7727272727272727	0.6842105263157895	0.8571428571428571	0.782608695652174	0.75	0.8181818181818182	0.5833333333333334	0.8571428571428571	0.6363636363636364	0.5	0.9444444444444444	0.7894736842105263	0.8181818181818182
ACTA1	chr1_229421318	0.9705882352941176	0.9428571428571428	0.967741935483871	0.9642857142857143	0.967741935483871	1.0	0.9333333333333333	0.95	0.9230769230769231	0.8787878787878788	0.9642857142857143	0.85	0.9696969696969697	0.972972972972973
ACTA1	chr1_229421327	0.9666666666666667	0.9411764705882353	1.0	0.9090909090909091	0.9655172413793104	1.0	0.9	0.9411764705882353	0.8695652173913043	0.9259259259259259	0.9642857142857143	0.8571428571428571	0.9666666666666667	1.0
ACTA1	chr1_229421404	0.84	0.6551724137931034	0.6956521739130435	0.39285714285714285	0.8	0.5714285714285714	0.76	0.631578947368421	0.55	0.5161290322580645	0.8	0.8181818181818182	0.6333333333333333	0.6451612903225806
ACTA1	chr1_229421420	0.4166666666666667	0.5	0.6111111111111112	0.6875	0.7368421052631579	0.625	0.7692307692307693	0.6	0.3	0.5294117647058824	0.6666666666666666	0.7647058823529411	0.5294117647058824	0.6538461538461539
ACTA1	chr1_229421438	0.75	0.5769230769230769	0.7727272727272727	0.75	0.7619047619047619	0.6363636363636364	0.9	0.8421052631578947	0.75	0.6842105263157895	0.7777777777777778	1.0	0.9166666666666666	0.7307692307692307
ACTA1	chr1_229421484	1.0	0.9166666666666666	1.0	0.9473684210526315	0.95	1.0	0.88	1.0	0.8888888888888888	0.8928571428571429	1.0	0.85	0.8928571428571429	0.9310344827586207
ACTA1	chr1_229421555	0.6923076923076923	0.75	0.65	0.7142857142857143	0.8333333333333334	0.8181818181818182	0.8095238095238095	0.6	0.8235294117647058	0.6923076923076923	0.6428571428571429	0.5	0.76	0.8095238095238095
ACTA1	chr1_229421593	0.9666666666666667	0.9714285714285714	1.0	0.9629629629629629	0.9642857142857143	0.9375	0.9629629629629629	0.9545454545454546	1.0	1.0	0.96	0.9583333333333334	1.0	1.0
ACTA1	chr1_229421710	0.8928571428571429	0.8214285714285714	0.8518518518518519	0.8333333333333334	0.782608695652174	0.7647058823529411	0.7142857142857143	0.6818181818181818	0.8260869565217391	0.88	0.84	0.6818181818181818	0.8928571428571429	0.8275862068965517
ACTA1	chr1_229421775	1.0	0.9428571428571428	1.0	0.9629629629629629	0.9285714285714286	1.0	0.9629629629629629	1.0	1.0	0.967741935483871	0.9629629629629629	0.9473684210526315	1.0	0.9722222222222222
ACTA1	chr1_229421805	0.9459459459459459	0.9210526315789473	0.9090909090909091	0.9310344827586207	0.967741935483871	0.9375	0.90625	0.9565217391304348	1.0	0.96875	0.9629629629629629	1.0	0.9142857142857143	0.925
ACTA1	chr1_229421807	0.9444444444444444	0.9210526315789473	0.9090909090909091	0.9642857142857143	0.9666666666666667	0.9375	0.90625	0.9565217391304348	1.0	0.9354838709677419	0.9629629629629629	1.0	0.9142857142857143	0.9230769230769231
ACTA1	chr1_229421813	0.9459459459459459	0.9166666666666666	0.90625	0.9310344827586207	0.967741935483871	0.9375	0.90625	0.9565217391304348	1.0	0.9393939393939394	0.9629629629629629	1.0	0.9142857142857143	0.925
ACTA1	chr1_229421845	0.90625	0.9090909090909091	0.9375	0.896551724137931	0.9090909090909091	0.9333333333333333	0.8461538461538461	0.9523809523809523	0.9047619047619048	0.9666666666666667	0.92	0.9523809523809523	0.9655172413793104	0.8387096774193549
ACTA1	chr1_229421869	0.896551724137931	0.9714285714285714	0.896551724137931	0.92	0.8333333333333334	0.9333333333333333	0.9230769230769231	0.7647058823529411	0.8636363636363636	0.875	0.9565217391304348	0.9333333333333333	0.9230769230769231	1.0
ACTA1	chr1_229421889	0.8947368421052632	0.9473684210526315	0.96875	0.9	0.85	1.0	1.0	0.9444444444444444	1.0	0.8823529411764706	0.9565217391304348	0.8461538461538461	0.9411764705882353	1.0
ACTA1	chr1_229421893	0.8918918918918919	0.9473684210526315	0.96875	0.8846153846153846	0.7586206896551724	0.6842105263157895	0.9310344827586207	0.7916666666666666	0.9259259259259259	0.7575757575757576	0.896551724137931	0.7142857142857143	0.7142857142857143	1.0
ACTA1	chr1_229421901	0.8947368421052632	0.9473684210526315	0.96875	0.88	0.7586206896551724	0.6842105263157895	0.9310344827586207	0.7916666666666666	0.9259259259259259	0.78125	0.9285714285714286	0.7142857142857143	0.7333333333333333	1.0
ACTA1	chr1_229421906	0.9142857142857143	0.9428571428571428	0.9655172413793104	0.8888888888888888	0.7857142857142857	0.6842105263157895	0.9285714285714286	0.7916666666666666	0.92	0.7586206896551724	0.9259259259259259	0.7647058823529411	0.75	1.0
ACTA1	chr1_229421938	0.9583333333333334	0.88	0.9047619047619048	0.8888888888888888	0.9523809523809523	0.7692307692307693	1.0	0.9444444444444444	0.7058823529411765	0.8181818181818182	0.9411764705882353	1.0	0.8260869565217391	0.9230769230769231
ACTA1	chr1_229421983	0.8648648648648649	0.9444444444444444	0.96875	0.9655172413793104	0.9642857142857143	0.9444444444444444	0.9642857142857143	0.96	0.9259259259259259	0.9428571428571428	1.0	1.0	1.0	0.9722222222222222
ACTA1	chr1_229421990	0.8648648648648649	0.9444444444444444	0.96875	0.9655172413793104	0.9666666666666667	0.9444444444444444	0.9666666666666667	0.96	0.9259259259259259	0.9411764705882353	1.0	1.0	1.0	0.9714285714285714
