chr2	178400338	24	25	0.96	28	29	0.9655172413793104
chr2	178400354	20	20	1.0	26	26	1.0
chr2	178400371	25	27	0.9259259259259259	25	26	0.9615384615384616
chr2	178400410	22	23	0.9565217391304348	20	24	0.8333333333333334
chr2	178400430	21	22	0.9545454545454546	19	22	0.8636363636363636
chr2	178400473	16	17	0.9411764705882353	12	14	0.8571428571428571
chr2	178400505	22	24	0.9166666666666666	23	23	1.0
chr2	178400532	22	23	0.9565217391304348	22	24	0.9166666666666666
chr2	178400575	29	30	0.9666666666666667	30	31	0.967741935483871
chr2	178400577	29	30	0.9666666666666667	30	31	0.967741935483871
chr2	178400620	22	23	0.9565217391304348	24	24	1.0
chr2	178400637	22	23	0.9565217391304348	26	27	0.9629629629629629
chr2	178400809	22	24	0.9166666666666666	27	27	1.0
chr2	178400855	16	17	0.9411764705882353	17	19	0.8947368421052632
chr2	178400893	24	24	1.0	26	27	0.9629629629629629
chr2	178400955	13	17	0.7647058823529411	15	15	1.0
chr2	178401120	24	27	0.8888888888888888	22	22	1.0
chr2	178401182	24	25	0.96	27	28	0.9642857142857143
chr2	178401185	22	23	0.9565217391304348	27	28	0.9642857142857143
chr2	178401497	21	22	0.9545454545454546	28	28	1.0
chr2	178401694	13	17	0.7647058823529411	19	22	0.8636363636363636
chr2	178401779	18	19	0.9473684210526315	23	25	0.92
chr2	178401814	13	14	0.9285714285714286	10	11	0.9090909090909091
chr2	178401950	18	20	0.9	16	16	1.0
chr2	178401962	15	20	0.75	18	19	0.9473684210526315
chr2	178401976	21	25	0.84	25	26	0.9615384615384616
chr2	178402033	25	28	0.8928571428571429	23	29	0.7931034482758621
chr2	178402042	23	26	0.8846153846153846	22	27	0.8148148148148148
chr2	178402081	8	25	0.32	5	18	0.2777777777777778
chr2	178402202	19	20	0.95	21	23	0.9130434782608695
chr2	178402279	27	29	0.9310344827586207	23	23	1.0
chr2	178402286	26	29	0.896551724137931	27	27	1.0
chr2	178402649	26	26	1.0	24	26	0.9230769230769231
chr2	178402659	28	28	1.0	26	28	0.9285714285714286
chr2	178402720	19	20	0.95	22	26	0.8461538461538461
chr2	178403073	22	22	1.0	25	26	0.9615384615384616
chr2	178403193	21	23	0.9130434782608695	25	27	0.9259259259259259
chr2	178403239	24	25	0.96	30	30	1.0
chr2	178403242	25	27	0.9259259259259259	30	30	1.0
chr2	178403312	22	23	0.9565217391304348	22	24	0.9166666666666666
chr2	178403368	26	27	0.9629629629629629	27	28	0.9642857142857143
chr2	178403382	24	26	0.9230769230769231	30	30	1.0
chr2	178403719	18	21	0.8571428571428571	24	25	0.96
chr2	178404028	20	27	0.7407407407407407	23	30	0.7666666666666667
chr2	178404166	19	20	0.95	24	26	0.9230769230769231
chr2	178404482	15	26	0.5769230769230769	12	26	0.46153846153846156
chr2	178404504	13	22	0.5909090909090909	13	29	0.4482758620689655
chr2	178404558	7	22	0.3181818181818182	9	24	0.375
chr2	178404595	5	22	0.22727272727272727	4	22	0.18181818181818182
chr2	178404800	13	21	0.6190476190476191	18	24	0.75
chr2	178405174	15	16	0.9375	20	24	0.8333333333333334
chr2	178405199	17	17	1.0	24	25	0.96
chr2	178405214	22	26	0.8461538461538461	31	33	0.9393939393939394
chr2	178405220	23	27	0.8518518518518519	30	32	0.9375
chr2	178405237	24	24	1.0	33	33	1.0
chr2	178405242	24	24	1.0	32	32	1.0
chr2	178405247	23	23	1.0	31	31	1.0
chr2	178405249	23	23	1.0	34	34	1.0
chr2	178405281	20	20	1.0	28	29	0.9655172413793104
chr2	178405313	19	19	1.0	29	31	0.9354838709677419
chr2	178405382	21	21	1.0	26	28	0.9285714285714286
chr2	178405388	21	22	0.9545454545454546	27	29	0.9310344827586207
chr2	178405401	21	23	0.9130434782608695	32	32	1.0
chr2	178405406	20	22	0.9090909090909091	32	32	1.0
chr2	178405452	11	13	0.8461538461538461	23	23	1.0
chr2	178406050	20	23	0.8695652173913043	26	27	0.9629629629629629
chr2	178406130	15	17	0.8823529411764706	18	18	1.0
chr2	178406144	20	21	0.9523809523809523	24	25	0.96
chr2	178406310	16	17	0.9411764705882353	27	28	0.9642857142857143
chr2	178406410	20	20	1.0	24	27	0.8888888888888888
chr2	178406415	20	21	0.9523809523809523	24	27	0.8888888888888888
chr2	178406431	15	19	0.7894736842105263	15	19	0.7894736842105263
chr2	178406477	23	23	1.0	25	27	0.9259259259259259
chr2	178406494	16	19	0.8421052631578947	22	24	0.9166666666666666
chr2	178406536	20	21	0.9523809523809523	27	27	1.0
chr2	178406540	22	22	1.0	29	29	1.0
chr2	178406683	25	26	0.9615384615384616	30	31	0.967741935483871
chr2	178406687	25	26	0.9615384615384616	30	31	0.967741935483871
chr2	178406692	24	25	0.96	27	27	1.0
chr2	178406839	21	25	0.84	16	18	0.8888888888888888
chr2	178406892	18	19	0.9473684210526315	28	29	0.9655172413793104
chr2	178407202	11	12	0.9166666666666666	18	19	0.9473684210526315
chr2	178407367	9	23	0.391304347826087	8	23	0.34782608695652173
chr2	178407380	6	17	0.35294117647058826	10	26	0.38461538461538464
chr2	178407411	3	13	0.23076923076923078	2	20	0.1
chr2	178407485	13	21	0.6190476190476191	17	29	0.5862068965517241
chr2	178407886	23	24	0.9583333333333334	29	29	1.0
chr2	178407980	16	20	0.8	22	24	0.9166666666666666
chr2	178408138	14	15	0.9333333333333333	22	24	0.9166666666666666
chr2	178408213	8	13	0.6153846153846154	24	25	0.96
chr2	178408418	20	21	0.9523809523809523	24	26	0.9230769230769231
chr2	178408450	23	23	1.0	26	27	0.9629629629629629
chr2	178408503	19	20	0.95	17	17	1.0
chr2	178408826	21	22	0.9545454545454546	24	25	0.96
chr2	178409267	21	22	0.9545454545454546	25	25	1.0
chr2	178409335	22	23	0.9565217391304348	21	22	0.9545454545454546
chr2	178409356	25	25	1.0	24	25	0.96
chr2	178409460	21	25	0.84	21	28	0.75
chr2	178409468	18	22	0.8181818181818182	20	24	0.8333333333333334
chr2	178409754	21	22	0.9545454545454546	25	26	0.9615384615384616
chr2	178409923	23	24	0.9583333333333334	28	29	0.9655172413793104
chr2	178410100	14	16	0.875	15	20	0.75
chr2	178410377	19	23	0.8260869565217391	18	19	0.9473684210526315
